"","word","EBCL","TBCL","HSK"
"37091","斑胸翠螢金花蟲","無","第7級","無"
"37092","斑胸廣螢金花蟲","無","第7級","無"
"37095","斑胸蘋果天牛","無","第5級","HSK_789"
"37098","斑臭肚魚","無","第5級","HSK_789"
"37099","斑蚊屬","無","第5級","HSK_789"
"37102","斑豹耳螺","無","無","HSK_789"
"37105","斑馬玉螺","無","無","HSK_789"
"37108","斑馬陳氏介","無","第6級","HSK_789"
"37111","斑馬鳩","無","第6級","無"
"37114","斑馬鳳梨","無","第5級","HSK_789"
"37116","斑馬翼法螺","無","無","HSK_789"
"37119","斑帶石斑魚","無","第5級","HSK_789"
"37125","斑條金梭魚","無","第7級","無"
"37126","斑條藻科","無","第7級","HSK_789"
"37127","斑條藻屬","無","第7級","HSK_789"
"37129","斑眼蝶屬","無","第7級","無"
"37131","斑蛇尾","無","第5級","HSK_789"
"37132","斑袋蛛","無","第7級","無"
"37138","斑殼菌屬","無","第6級","HSK_789"
"37139","斑痣盤菌目","無","第6級","無"
"37140","斑痣盤菌科","無","第6級","無"
"37141","斑痣盤菌屬","無","第6級","無"
"37143","斑結螺","無","無","HSK_789"
"37145","斑腔海膽","無","第6級","HSK_789"
"37146","斑華管水蚤","無","第7級","無"
"37148","斑矮吉丁蟲","無","第5級","HSK_789"
"37150","斑節海龍屬","無","第5級","HSK_789"
"37151","斑節楊桃螺","無","無","HSK_789"
"37152","斑節對蝦","無","第5級","HSK_789"
"37154","斑腳沼蚊","無","第7級","HSK_789"
"37155","斑腳花蠅","無","第7級","HSK_789"
"37158","斑腹白果蠅","無","第7級","HSK_789"
"37163","斑葉水竹草","無","第5級","HSK_789"
"37164","斑葉竹芋","無","第7級","無"
"37165","斑葉衣屬","無","第5級","HSK_789"
"37166","斑葉指柱蘭","無","第5級","HSK_789"
"37167","斑葉海兔","無","第5級","HSK_789"
"37168","斑葉蘭","無","第5級","HSK_789"
"37169","斑葉蘭屬","無","第5級","HSK_789"
"37170","斑葉露兜樹","無","第7級","HSK_789"
"37175","斑鳩菊屬","無","第7級","無"
"37176","斑鳩屬","無","第6級","無"
"37177","斑碩葉蚤屬","無","第7級","無"
"37178","斑種草油壺菌","無","第6級","HSK_789"
"37191","斑鳳蝶","無","第7級","無"
"37192","斑樁異菊虎","無","第7級","HSK_789"
"37193","斑潛蠅屬","無","第7級","HSK_789"
"37194","斑盤藻目","無","第7級","無"
"37195","斑盤藻科","無","第7級","無"
"37196","斑盤藻屬","無","第7級","無"
"37201","斑蝶屬","無","第7級","無"
"37203","斑銳胸隱翅蟲","無","第6級","HSK_789"
"37204","斑貓鯊","無","無","HSK_789"
"37205","斑貓鯊屬","無","無","HSK_789"
"37210","斑頭雁","無","第6級","HSK_789"
"37214","斑龜","無","第6級","HSK_789"
"37225","斑點大眼蠅","無","第7級","HSK_789"
"37226","斑點小壺菌","無","第6級","HSK_789"
"37228","斑點小彎貝介","無","第5級","HSK_789"
"37230","斑點月魚","無","第5級","HSK_789"
"37231","斑點四齒蟹","無","第7級","無"
"37232","斑點布袋蘭","無","第5級","HSK_789"
"37234","斑點尖唇魚","無","第6級","HSK_789"
"37236","斑點似青鱗魚","無","第7級","無"
"37237","斑點芒蠅","無","第7級","HSK_789"
"37245","斑點亮大蚊","無","第5級","HSK_789"
"37246","斑點厚水蚤","無","第7級","無"
"37253","斑點海豬魚","無","第5級","HSK_789"
"37254","斑點真羽花介","無","第5級","HSK_789"
"37255","斑點真寄居蟹","無","第7級","無"
"37256","斑點紋蠅","無","第7級","HSK_789"
"37259","斑點兜舌蘭","無","第7級","HSK_789"
"37260","斑點異果蠅","無","第7級","HSK_789"
"37263","斑點短槳蟹","無","第7級","無"
"37268","斑點陽蠅","無","第7級","HSK_789"
"37270","斑點圓篩藻","無","第7級","HSK_789"
"37271","斑點搖蚊","無","第5級","HSK_789"
"37272","斑點葉水蚤","無","第7級","無"
"37275","斑點鼓藻","無","第7級","HSK_789"
"37276","斑點裸蠅","無","第7級","HSK_789"
"37277","斑點鳳卵草","無","第6級","HSK_789"
"37278","斑點蝴蝶蘭","無","第7級","無"
"37279","斑點霉草","無","第6級","HSK_789"
"37281","斑點龍鬚菜","無","第7級","無"
"37282","斑點擬相手蟹","無","第7級","無"
"37283","斑點擬桿斑果蠅","無","第7級","無"
"37285","斑點繞眼果蠅","無","第7級","HSK_789"
"37287","斑點雞皮衣","無","第5級","HSK_789"
"37291","斑點艷花介","無","第6級","HSK_789"
"37292","斑點艷細蠅","無","第7級","HSK_789"
"37296","斑雞魚","無","第5級","HSK_789"
"37299","斑顏端圓斑實蠅","無","第7級","HSK_789"
"37302","斑蘑海膽","無","無","HSK_789"
"37320","斯文豪小山蝸牛","無","第7級","無"
"37321","斯文豪氏大蝸牛","無","第7級","無"
"37322","斯文豪氏赤蛙","無","第6級","HSK_789"
"37323","斯文豪氏高腰蝸牛","無","第7級","無"
"37324","斯文豪氏頸槽蛇","無","第7級","HSK_789"
"37326","斯文豪長蝸牛","無","第7級","無"
"37327","斯文豪帶管蝸牛","無","第7級","無"
"37328","斯文豪筒金花蟲","無","第6級","HSK_789"
"37329","斯文豪煙管蝸牛","無","第7級","無"
"37330","斯文豪蒂殼海綿","無","第6級","HSK_789"
"37332","斯氏手水蚤","無","第7級","無"
"37334","斯氏布紋藻","無","第7級","HSK_789"
"37337","斯氏尖胸齒蟹","無","第7級","無"
"37339","斯氏似弱棘魚","無","第7級","HSK_789"
"37341","斯氏沙蟹","無","第7級","無"
"37342","斯氏刮削蟹","無","第7級","無"
"37343","斯氏花口殼菌屬","無","第6級","HSK_789"
"37344","斯氏長足猛水蚤","無","第7級","無"
"37347","斯氏盾管星蟲","無","第6級","HSK_789"
"37348","斯氏原多甲藻","無","第7級","HSK_789"
"37350","斯氏馬尾藻","無","第7級","HSK_789"
"37353","斯氏陸方蟹","無","第7級","無"
"37354","斯氏鳥尾藻","無","第7級","HSK_789"
"37358","斯氏新梅花介","無","第6級","HSK_789"
"37359","斯氏新脹蟹","無","第7級","無"
"37362","斯氏銀斧魚","無","第6級","HSK_789"
"37365","斯氏擬真哲水蚤","無","第7級","無"
"37366","斯氏擬異指蝦","無","第6級","HSK_789"
"37367","斯氏繡眼","無","第7級","HSK_789"
"37370","斯氏藻屬","無","第7級","HSK_789"
"37371","斯氏鱷齒魚","無","無","HSK_789"
"37375","斯里蘭卡碧果草","無","第6級","HSK_789"
"37377","斯坦溝額隱翅蟲","無","第6級","HSK_789"
"37380","斯怕樹","無","第6級","HSK_789"
"37381","斯拖根管藻","無","第7級","HSK_789"
"37382","斯科爾泰基尼菌屬","無","第7級","HSK_789"
"37386","斯普里水綿","無","第6級","HSK_789"
"37387","斯普拉格乳牛肝菌","無","第6級","HSK_789"
"37389","斯圖陷口牙蟲","無","第6級","HSK_789"
"37392","斯魯菲亞紅酵母","無","第7級","無"
"37393","斯蘭卷囊隱翅蟲","無","第7級","HSK_789"
"37395","普及近管蛛","無","第7級","無"
"37398","普氏米蝦","無","第6級","HSK_789"
"37399","普氏股隙蛛","無","第7級","無"
"37402","普氏澳洲柏","無","第7級","HSK_789"
"37405","普生輪藻","無","第7級","HSK_789"
"37406","普西翅尾突實蠅","無","第7級","HSK_789"
"37407","普西黑翅實蠅","無","第7級","HSK_789"
"37408","普拉斯林棘鱗魚","無","第7級","無"
"37409","普拉隱翅蟲屬","無","第6級","HSK_789"
"37414","普通小菇","無","第5級","HSK_789"
"37415","普通毛蝦","無","第4級","HSK_789"
"37416","普通仙女蟲","無","第5級","HSK_789"
"37417","普通多精蟲囊菌","無","第7級","HSK_789"
"37418","普通朱雀","無","第5級","HSK_789"
"37419","普通朱頂雀","無","第5級","HSK_789"
"37421","普通衣魚","無","第4級","HSK_2"
"37423","普通夜鷹","無","第5級","HSK_789"
"37424","普通波水蚤","無","第7級","無"
"37428","普通紋實蠅","無","第7級","HSK_789"
"37429","普通寄蠅","無","第7級","HSK_789"
"37430","普通硬皮馬勃","無","第7級","HSK_789"
"37431","普通陽蠅","無","第7級","HSK_789"
"37433","普通膠殼煤菌","無","第6級","HSK_789"
"37434","普通蟲囊菌","無","第7級","HSK_789"
"37435","普通變形桿菌","無","第7級","無"
"37436","普通艷細蠅","無","第7級","HSK_789"
"37442","普瑞半黑翅實蠅","無","第7級","HSK_789"
"37444","普雷沃氏菌科","無","第7級","HSK_789"
"37445","普雷沃氏菌屬","無","第7級","HSK_789"
"37452","景天科","無","第4級","HSK_3"
"37453","景天葉馬尾藻","無","第7級","HSK_789"
"37455","晶灰蝶屬","無","第7級","無"
"37456","晶杯菌科","無","第6級","HSK_789"
"37458","晶圓盤菌屬","無","第6級","無"
"37460","晶槳水蚤","無","第7級","無"
"37462","晶瑩亮大蚊","無","第7級","HSK_789"
"37465","晶瑩櫻蝦","無","第7級","無"
"37466","晶囊輪科","無","第7級","HSK_789"
"37467","晶囊輪屬","無","第7級","HSK_789"
"37468","智人","無","第4級","HSK_4"
"37470","智利小盤藻","無","第7級","無"
"37471","智利仙人柱","無","第5級","HSK_789"
"37472","智利串光魚","無","第5級","HSK_6"
"37474","智利酒椰子","無","無","HSK_789"
"37475","智利椰屬","無","無","HSK_789"
"37477","智利蘇鐵","無","第6級","HSK_6"
"37478","智勇花花介","無","第4級","HSK_4"
"37479","智謀艷花介","無","第6級","HSK_6"
"37481","曾氏肉蠅","無","第7級","HSK_789"
"37483","曾氏家蚊","無","第6級","HSK_789"
"37484","曾氏菌科","無","第6級","HSK_789"
"37485","替換柔毛水蚤","無","第7級","無"
"37486","朝天椒","無","第5級","HSK_789"
"37488","朝比氏側乳頭衣","無","第6級","HSK_789"
"37490","朝比奈氏果蠅","無","第7級","HSK_789"
"37493","朝氏平背葉蚤","無","第7級","無"
"37495","朝氏梅螢金花蟲","無","第7級","無"
"37496","朝氏圓頸天牛","無","第6級","HSK_789"
"37497","朝陽隱子草","無","第6級","HSK_6"
"37502","朝鮮紫珠","無","第5級","HSK_5"
"37504","朝鮮黑煤菌","無","第6級","HSK_6"
"37507","朝顏屬","無","第5級","HSK_3"
"37508","棉","無","第5級","HSK_6"
"37511","棉天牛","無","第5級","HSK_6"
"37513","棉毛單絲殼","無","第6級","HSK_789"
"37515","棉尾兔乳頭瘤病毒","無","第7級","HSK_789"
"37517","棉花","無","第5級","HSK_6"
"37520","棉花薄泡螺","無","無","HSK_789"
"37522","棉長嘴殼","無","第6級","HSK_789"
"37524","棉苔","無","第7級","無"
"37525","棉苔科","無","第7級","無"
"37526","棉苔屬","無","第7級","無"
"37530","棉桿竹節蟲","無","第7級","無"
"37531","棉球腔菌","無","第6級","HSK_789"
"37532","棉棗兒屬","無","第7級","HSK_789"
"37533","棉絮衣","無","第7級","HSK_789"
"37534","棉絮衣科","無","第7級","HSK_789"
"37535","棉絮衣屬","無","第7級","HSK_789"
"37538","棉黃萎病菌","無","第7級","HSK_789"
"37545","棉鴨","無","第5級","HSK_6"
"37546","棉鴨屬","無","第5級","HSK_6"
"37547","棉屬","無","第5級","HSK_6"
"37552","棋斑天牛屬","無","第5級","HSK_789"
"37554","棋盤腳樹","無","第4級","無"
"37555","棋盤腳樹屬","無","第5級","無"
"37560","棍子煙管蝸牛","無","第7級","無"
"37561","棍形叉縫藻","無","第7級","HSK_789"
"37564","棍棒仙人掌","無","第5級","HSK_789"
"37565","棍棒全大蚊","無","第5級","HSK_789"
"37567","棍棒柄座菌","無","第6級","HSK_789"
"37569","棍棒椰子","無","無","HSK_789"
"37570","棍棒瘦蜂科","無","第6級","HSK_789"
"37571","棍棒瘦蜂屬","無","第6級","HSK_789"
"37572","棍棒隧蜂屬","無","第7級","HSK_789"
"37573","棍棒頭網柱細胞粘菌","無","無","HSK_789"
"37574","棍節異角菊虎","無","第7級","HSK_789"
"37576","棒毛實蠅屬","無","第7級","HSK_789"
"37577","棒托馬尾藻","無","第7級","HSK_789"
"37579","棒形半網黏菌","無","第6級","HSK_789"
"37580","棒形白口煙管蝸牛","無","第7級","無"
"37582","棒形鼓藻科","無","第7級","HSK_789"
"37584","棒杆藻目","無","無","HSK_789"
"37585","棒杆藻科","無","無","HSK_789"
"37586","棒杆藻屬","無","無","HSK_789"
"37596","棒狀桿菌科","無","第7級","無"
"37597","棒狀桿菌屬","無","第7級","無"
"37599","棒狀蛇形蟲草","無","第5級","HSK_5"
"37600","棒狀單合軸菌","無","第7級","HSK_789"
"37601","棒狀絲皮菌","無","第6級","HSK_789"
"37605","棒芽黃梅衣","無","第5級","HSK_789"
"37606","棒指蝦科","無","第4級","HSK_789"
"37607","棒指蝦屬","無","第5級","HSK_789"
"37608","棒柱衣","無","第5級","HSK_6"
"37612","棒海筍屬","無","第7級","無"
"37614","棒球針殼","無","第6級","HSK_789"
"37615","棒球藻科","無","第7級","HSK_789"
"37616","棒球藻屬","無","第7級","HSK_789"
"37617","棒棘海星","無","第7級","HSK_789"
"37618","棒棘海星科","無","第7級","HSK_789"
"37619","棒距根節蘭","無","第5級","HSK_789"
"37621","棒葉虎尾蘭","無","第5級","HSK_789"
"37622","棒葉蝴蝶蘭","無","第7級","無"
"37626","棒緣大綿介殼蟲","無","第6級","HSK_789"
"37628","棒頭草","無","第3級","HSK_5"
"37629","棒頭草屬","無","第5級","HSK_5"
"37634","棒鱗蛇尾屬","無","第7級","無"
"37636","棕天牛屬","無","第6級","無"
"37639","棕竹屬","無","第6級","無"
"37645","棕色長腳蠅","無","第7級","無"
"37646","棕色革菌","無","第6級","無"
"37649","棕色蚤蠅","無","第7級","無"
"37650","棕色細大蚊","無","第6級","無"
"37651","棕色頂刺藻","無","第7級","無"
"37653","棕色廣口蠅","無","第7級","無"
"37654","棕色顯絲菌","無","第6級","無"
"37656","棕尾搖蚊","無","第6級","無"
"37657","棕沙燕","無","第6級","無"
"37659","棕角亞大蚊","無","第6級","無"
"37660","棕角蚤蠅","無","第7級","無"
"37664","棕板蛇尾","無","第6級","無"
"37666","棕長頸捲葉象鼻蟲","無","第6級","無"
"37670","棕盾盤菌","無","第6級","無"
"37672","棕眉柳鶯","無","第7級","無"
"37675","棕背伯勞","無","第6級","無"
"37676","棕背狹胸菊虎","無","第7級","無"
"37679","棕面鶯","無","第7級","無"
"37680","棕扇尾鶯","無","第7級","無"
"37682","棕翅寄蠅","無","第7級","無"
"37686","棕帶小果蠅","無","第7級","無"
"37689","棕異指擬梯形蟹","無","第7級","無"
"37690","棕細翅天牛","無","第6級","無"
"37693","棕斑短槳蟹","無","第7級","無"
"37695","棕斑廣頭葉蟬","無","第6級","無"
"37696","棕棍搖蚊","無","第6級","無"
"37697","棕殼菌屬","無","第6級","無"
"37698","棕黃守瓜","無","第6級","無"
"37704","棕腹柳鶯","無","第7級","無"
"37706","棕葉狗尾草","無","第6級","無"
"37708","棕葉藻","無","第7級","無"
"37709","棕葉藻屬","無","第7級","無"
"37710","棕葉蘆","無","第7級","無"
"37711","棕葉蘆屬","無","第7級","無"
"37712","棕墊炭豆菌","無","第6級","無"
"37713","棕熊屬","無","第6級","無"
"37715","棕網衣科","無","第6級","無"
"37716","棕網衣屬","無","第6級","無"
"37717","棕線蛇尾","無","第6級","無"
"37720","棕緣蛇星","無","第6級","無"
"37724","棕噪眉","無","第6級","無"
"37725","棕樹蛇","無","第6級","無"
"37730","棕環參","無","第6級","無"
"37731","棕點石斑魚","無","第6級","無"
"37732","棕鞭藻目","無","第7級","無"
"37733","棕鞭藻科","無","第7級","無"
"37734","棕鞭藻屬","無","第7級","無"
"37735","棕額斑潛蠅","無","第7級","無"
"37736","棕額潛葉蠅","無","第7級","無"
"37752","棕邊鳳尾苔","無","第7級","無"
"37753","棕蘭嶼擬步行蟲","無","第6級","無"
"37755","棗","無","第7級","HSK_789"
"37758","棗泥參珠螺","無","無","HSK_789"
"37760","棗紅長角天牛","無","第7級","HSK_789"
"37762","棗螺","無","無","HSK_789"
"37763","棗螺科","無","無","HSK_789"
"37764","棗螺屬","無","無","HSK_789"
"37765","棗屬","無","第7級","HSK_789"
"37767","棘口吸蟲目","無","第7級","HSK_789"
"37768","棘口吸蟲科","無","第7級","HSK_789"
"37769","棘口吸蟲屬","無","第7級","HSK_789"
"37770","棘山蟻屬","無","第7級","無"
"37771","棘手乳參","無","第7級","HSK_789"
"37774","棘凹唇緊握蟹","無","第7級","無"
"37776","棘皮似美花介","無","第7級","HSK_789"
"37777","棘皮動物門","無","第7級","HSK_789"
"37782","棘吻魚屬","無","第7級","HSK_789"
"37785","棘尾珍刺蝦","無","第7級","HSK_789"
"37786","棘尾紡軸螺","無","無","HSK_789"
"37787","棘尾費氏扁節蝦","無","第7級","HSK_789"
"37791","棘角魚屬","無","第7級","HSK_789"
"37793","棘赤刀魚屬","無","第7級","HSK_789"
"37795","棘足濕蠅","無","第7級","無"
"37796","棘刺瓜參","無","第7級","HSK_789"
"37799","棘刺活額寄居蟹","無","第7級","無"
"37800","棘刺盾煤菌","無","第7級","HSK_789"
"37801","棘刺海蛇","無","第7級","HSK_789"
"37805","棘刺蜘蛛蟹","無","第7級","無"
"37807","棘刺頭冠蟹","無","第7級","無"
"37809","棘刺囊裸藻","無","第7級","HSK_789"
"37814","棘岩螺","無","無","HSK_789"
"37816","棘枝蛇尾","無","第7級","HSK_789"
"37817","棘狀針刺藻","無","第7級","HSK_789"
"37821","棘芭蕉螺屬","無","無","HSK_789"
"37825","棘冠海星","無","第7級","HSK_789"
"37826","棘冠螺","無","無","HSK_789"
"37827","棘冠螺科","無","無","HSK_789"
"37828","棘冠螺屬","無","無","HSK_789"
"37830","棘星螺","無","無","HSK_789"
"37835","棘盾介殼蟲屬","無","第7級","HSK_789"
"37836","棘紅螢","無","第7級","無"
"37838","棘茄魚","無","第7級","HSK_789"
"37839","棘茄魚屬","無","第7級","HSK_789"
"37840","棘海星科","無","第7級","HSK_789"
"37841","棘海星屬","無","第7級","HSK_789"
"37842","棘海馬","無","第7級","HSK_789"
"37847","棘鬼頭刀","無","第7級","HSK_789"
"37856","棘結螺","無","無","HSK_789"
"37857","棘結螺屬","無","無","HSK_789"
"37859","棘蛙螺","無","無","HSK_789"
"37860","棘蛛屬","無","第7級","無"
"37864","棘黑角魚","無","第7級","HSK_789"
"37865","棘新阿姑蝦","無","第7級","HSK_789"
"37870","棘跳蟲科","無","第7級","HSK_789"
"37872","棘腿白果蠅","無","第7級","HSK_789"
"37874","棘銀斧魚","無","第7級","HSK_789"
"37876","棘影目","無","第7級","HSK_789"
"37877","棘影科","無","第7級","HSK_789"
"37878","棘影屬","無","第7級","HSK_789"
"37879","棘盤科","無","第7級","無"
"37882","棘箱藻屬","無","第7級","HSK_789"
"37883","棘線牛尾魚屬","無","第7級","HSK_789"
"37886","棘蝦屬","無","第7級","HSK_789"
"37887","棘輪蟲屬","無","第7級","HSK_789"
"37895","棘頭帕屬","無","第7級","HSK_789"
"37896","棘頭梅童魚","無","第7級","HSK_789"
"37910","棘蠅屬","無","第7級","HSK_789"
"37920","棘囊菌屬","無","第7級","HSK_789"
"37922","棘體科","無","第7級","HSK_789"
"37923","棘鱗牛尾魚","無","第7級","無"
"37924","棘鱗魚屬","無","第7級","無"
"37928","棚蛛","無","第7級","無"
"37929","棚蛛屬","無","第7級","無"
"37939","森氏山柳菊","無","第7級","HSK_789"
"37941","森氏佛甲草","無","第6級","HSK_789"
"37943","森氏柳","無","第6級","HSK_789"
"37944","森氏紅淡比","無","第6級","HSK_789"
"37945","森氏菊","無","第7級","HSK_789"
"37946","森氏當歸","無","第6級","HSK_789"
"37947","森氏豬殃殃","無","第7級","HSK_789"
"37951","森氏鐵線蓮","無","第6級","HSK_789"
"37952","森灰蝶","無","第7級","無"
"37953","森灰蝶屬","無","第7級","無"
"37955","森林微蟹蛛","無","第7級","無"
"37956","森林暮眼蝶","無","第7級","無"
"37957","森林盤菌","無","第6級","無"
"37959","森實蠅屬","無","第7級","HSK_789"
"37966","棲石隱桿藻","無","第7級","無"
"37967","棲鴨屬","無","第7級","HSK_789"
"37969","棲蘭山雞屎樹","無","第7級","無"
"37970","棲蘭山纖孔菌","無","第7級","無"
"37972","棲蘭澤蟹","無","第7級","無"
"37980","植生藻屬","無","第7級","HSK_789"
"37983","植物界","無","第4級","HSK_4"
"37986","植斑潛蠅屬","無","第7級","HSK_789"
"37988","植潛蠅屬","無","第7級","HSK_789"
"37994","椒草","無","第4級","HSK_789"
"37995","椒草屬","無","第5級","HSK_789"
"37996","椒湯幽蘭介","無","第5級","HSK_789"
"38003","款冬葉葉刺腔菌","無","第6級","HSK_789"
"38004","款冬屬","無","第5級","HSK_5"
"38005","殖絲粉枝藻","無","第7級","HSK_789"
"38006","殖絲藻屬","無","第7級","HSK_789"
"38007","殖翼柱頭蟲科","無","第7級","HSK_789"
"38008","殘孔菌屬","無","第6級","HSK_789"
"38010","殘托鵝膏","無","第6級","HSK_789"
"38011","殘托鵝膏環變型","無","第6級","HSK_789"
"38012","殘尾長腹水蚤","無","第7級","無"
"38017","殘障頭蠅","無","第7級","HSK_789"
"38018","殘齒苔","無","第7級","無"
"38019","殘齒苔屬","無","第7級","無"
"38022","殼斗目","無","第6級","HSK_789"
"38024","殼斗科","無","第6級","HSK_789"
"38025","殼水蚤屬","無","第7級","無"
"38026","殼灰介屬","無","第6級","HSK_789"
"38027","殼衣藻科","無","第7級","HSK_789"
"38028","殼衣藻屬","無","第7級","HSK_789"
"38030","殼狀中葉藻","無","第7級","HSK_789"
"38031","殼狀耳殼藻","無","第7級","HSK_789"
"38034","殼表黏滑菇","無","第6級","HSK_789"
"38040","殼絲齒菌","無","第6級","HSK_789"
"38047","渡氏烏灰蝶","無","第7級","無"
"38048","渡船搖蚊屬","無","第5級","HSK_789"
"38051","渡邊氏東方蠟蟬","無","第6級","無"
"38052","渡邊氏象蠟蟬","無","第6級","無"
"38053","渡邊氏圓胸菊虎","無","第7級","HSK_789"
"38054","渡邊幽蟬","無","第6級","無"
"38057","渡邊頰刺魚","無","第7級","HSK_789"
"38058","渡邊繞眼果蠅","無","第7級","HSK_789"
"38062","渦輪前溝藻","無","無","HSK_789"
"38063","渦螺科","無","無","HSK_789"
"38064","渦螺屬","無","無","HSK_789"
"38065","渦蟲綱","無","無","HSK_789"
"38066","港口木荷","無","第6級","HSK_789"
"38072","港口馬兜鈴","無","第7級","HSK_789"
"38073","港口寄蠅","無","第7級","HSK_789"
"38074","港口黃天牛","無","第4級","HSK_6"
"38075","港口溜蠅","無","第7級","HSK_789"
"38076","港口矮虎天牛","無","第4級","HSK_6"
"38077","港口廣口蠅","無","第7級","HSK_789"
"38078","港口瘦吉丁蟲","無","第5級","HSK_789"
"38079","港口頭蠅","無","第7級","HSK_789"
"38081","游氏弓蟹","無","第7級","無"
"38082","游氏紅蝦","無","第6級","HSK_789"
"38084","游走丸川杜父魚","無","第5級","HSK_789"
"38088","游泳目","A2","第3級","HSK_3"
"38089","游龍蝦屬","無","第5級","HSK_789"
"38091","渺小亮大蚊","無","無","HSK_789"
"38099","湖北釘螺","無","無","HSK_789"
"38101","湖沼色球藻","無","第7級","HSK_789"
"38102","湖沼枝額蟲","無","第7級","HSK_789"
"38103","湖泊美麗猛水蚤","無","第7級","無"
"38104","湖長腹劍水蚤屬","無","第7級","無"
"38107","湖濱細煙管蝸牛","無","第7級","無"
"38109","湧泉新米蝦","無","第6級","無"
"38110","湯氏長足水蚤","無","第7級","無"
"38113","湯氏暗哲水蚤","無","第7級","無"
"38114","湯氏葛藤","無","第7級","無"
"38122","湯高蛛","無","第7級","無"
"38125","湯斯細蜂","無","第6級","HSK_789"
"38132","無孔微棒蚤","無","第7級","無"
"38133","無孔微棒蚤延平亞種","無","第7級","無"
"38135","無心菜","A2","第3級","HSK_4"
"38136","無心菜屬","無","第5級","HSK_4"
"38137","無毛小果葉下珠","無","第4級","HSK_5"
"38138","無毛水蚤科","無","第7級","無"
"38139","無毛水蚤屬","無","第7級","無"
"38141","無毛長眼寄居蟹","無","第7級","無"
"38142","無毛幽靈蛛","無","第7級","無"
"38143","無毛偽才女蟲","無","第7級","HSK_789"
"38144","無毛兜舌蘭","無","第7級","HSK_789"
"38145","無毛捲瓣蘭","無","第7級","無"
"38148","無毛漆姑草","無","第6級","HSK_789"
"38149","無毛蟹屬","無","第7級","無"
"38150","無毛鱗蓋傘","無","第7級","無"
"38151","無甲目","無","第4級","HSK_5"
"38152","無甲腔輪蟲","無","第6級","HSK_789"
"38154","無羽大羽介","無","第4級","HSK_5"
"38155","無耳沼蘭屬","無","第7級","HSK_789"
"38160","無色新蟲囊菌","無","第7級","HSK_789"
"38163","無尾白紋鳳蝶","無","第7級","無"
"38164","無尾目","無","第4級","HSK_4"
"38172","無芒鴨嘴草","無","第6級","HSK_789"
"38174","無足目","A2","第3級","HSK_4"
"38175","無刺木層孔菌","無","第6級","HSK_789"
"38176","無刺伏牛花","無","第6級","HSK_789"
"38179","無刺棗","無","第7級","HSK_789"
"38181","無刺藤","無","第7級","HSK_789"
"38182","無刺蟻蛛","無","第7級","無"
"38185","無弧似美蝦","無","第7級","HSK_789"
"38187","無枝菌酸菌屬","無","第6級","HSK_6"
"38193","無花果","A2","第3級","HSK_4"
"38195","無花果天牛","A2","第3級","HSK_4"
"38199","無花果寄蠅","無","第7級","HSK_789"
"38202","無冠小果蠅","無","第7級","HSK_789"
"38205","無柄田香草","無","第6級","HSK_789"
"38206","無柄地星","無","第6級","HSK_789"
"38211","無柄花瓜子金","無","第6級","HSK_789"
"38212","無柄花石龍尾","無","第6級","HSK_789"
"38213","無柄絨泡黏菌","無","無","HSK_789"
"38215","無柄網格藻","無","第7級","HSK_789"
"38217","無柄輪蟲屬","無","第6級","HSK_789"
"38221","無突葉蟬屬","無","第6級","無"
"38223","無根草","無","第3級","HSK_4"
"38224","無根草屬","無","第5級","HSK_4"
"38225","無根萍","無","第7級","HSK_789"
"38226","無根萍屬","無","第7級","HSK_789"
"38227","無根黃梅衣","無","第5級","HSK_6"
"38233","無紋等脈葉蜂","無","第6級","HSK_789"
"38238","無翅瘦莖隱翅蟲","無","第7級","HSK_789"
"38240","無脊大腿小蜂","無","第7級","HSK_789"
"38242","無針烏賊屬","無","第5級","HSK_789"
"38247","無患子","無","第6級","HSK_6"
"38248","無患子目","無","第6級","HSK_6"
"38249","無患子科","無","第6級","HSK_6"
"38253","無患子屬","無","第6級","HSK_6"
"38258","無規則髮絲黏菌","無","第6級","無"
"38261","無斑大眼蠅","無","第7級","HSK_789"
"38267","無斑斜紋蟹","無","第7級","無"
"38276","無棘折尾蝦","無","第7級","HSK_789"
"38277","無棘腹囊海龍","無","第7級","HSK_789"
"38280","無殼目","無","第6級","HSK_789"
"38283","無絲黏菌目","無","第6級","HSK_789"
"38284","無絲黏菌科","無","第6級","HSK_789"
"38285","無絲黏菌屬","無","第6級","HSK_789"
"38288","無溝屬","無","第5級","HSK_5"
"38289","無稜水母屬","無","無","HSK_789"
"38291","無葉上鬚蘭","無","第7級","無"
"38293","無葉蘭屬","無","第5級","HSK_789"
"38294","無隔擬剛毛藻","無","第7級","HSK_789"
"38295","無隔藻","無","第7級","HSK_789"
"38296","無隔藻目","無","第7級","HSK_789"
"38297","無隔藻科","無","第7級","HSK_789"
"38298","無飾燕尾似海牛","無","第5級","HSK_789"
"38299","無墊蜂屬","無","第6級","HSK_789"
"38300","無種諸葛介","無","第7級","無"
"38301","無管亞目","無","第4級","HSK_4"
"38304","無網裂雙歧根梅衣","無","第6級","HSK_789"
"38306","無憂樹","無","第5級","HSK_6"
"38307","無憂樹屬","無","第5級","HSK_6"
"38308","無線無溝紐蟲","無","第7級","HSK_789"
"38310","無膜目","無","第7級","HSK_6"
"38312","無齒弱隙蛛","無","第7級","無"
"38323","無頭介屬","無","第5級","HSK_4"
