"","word","EBCL","TBCL","HSK"
"4","一文字弄蝶","無","第7級","無"
"5","一文字綠小灰蝶","無","第7級","無"
"7","一字倒吊","無","第7級","無"
"11","一色深山天牛","無","第3級","HSK_3"
"12","一色黃紋天牛","無","第6級","HSK_789"
"13","一角剝","無","第6級","HSK_789"
"14","一枝花","無","第1級","HSK_6"
"18","一條龍","無","第3級","HSK_3"
"19","一莖九華","無","第7級","HSK_789"
"20","一點灰蝶","無","第7級","無"
"21","一點紅","A1","第1級","HSK_2"
"22","一點清","A2","第3級","HSK_2"
"23","一點黃粉蝶","無","第7級","無"
"24","一點蝶","無","第7級","無"
"25","丁氏絲隆頭魚","無","第6級","HSK_789"
"26","丁香","無","第3級","HSK_789"
"27","丁香魚","無","第3級","HSK_789"
"30","丁挽","無","第6級","HSK_789"
"31","丁挽舅","無","第6級","HSK_789"
"32","七夕魚","無","第4級","HSK_5"
"34","七步蛇","無","第4級","HSK_5"
"36","七星牛尾菜","無","第4級","HSK_4"
"37","七星仔","無","第4級","HSK_5"
"38","七星魚","A1","第2級","HSK_2"
"39","七星斑","無","第5級","HSK_789"
"41","七星蝶","無","第7級","無"
"45","七帶格仔","無","第4級","HSK_5"
"49","七彩龍","無","第4級","HSK_3"
"50","七彩龜","無","第6級","HSK_789"
"52","七腳螺","無","無","HSK_789"
"53","七葉蓮","無","第5級","HSK_789"
"55","九牙","A2","第2級","HSK_4"
"56","九更仔","無","第4級","HSK_5"
"57","九重吹","無","第4級","HSK_2"
"61","九裏香","無","第2級","無"
"64","九龍藤","無","第7級","HSK_789"
"73","二型馬唐","無","第4級","HSK_789"
"75","二裂星毛刺茄","無","第6級","HSK_6"
"76","二間雀","無","第5級","HSK_789"
"77","二黃","A2","第2級","HSK_2"
"79","二線蝶","無","第7級","無"
"84","二點黑尾葉蟬","無","第6級","無"
"85","人字蝶","無","第7級","無"
"86","人面竹","無","第4級","HSK_5"
"88","入侵紅火蟻","無","第5級","無"
"89","八仙山弄蝶","無","第7級","無"
"90","八仙草","無","第5級","HSK_789"
"91","八目蝶","無","第7級","無"
"96","八角金盤","無","第4級","無"
"97","八角魚","無","第4級","HSK_2"
"101","八重山粉蝶","無","第7級","無"
"104","八哥","A1","第1級","HSK_1"
"107","八哥大陸亞種","無","第4級","HSK_4"
"108","八哥台灣亞種","無","第4級","HSK_6"
"109","八帶龍","無","第3級","HSK_3"
"112","八葉五加","無","第4級","HSK_4"
"113","八線蝶","無","第7級","無"
"114","八點光蟬","無","第6級","無"
"115","八點球腹蛛","無","第7級","無"
"116","八點蠟蟬","無","第6級","無"
"119","刀片","無","第2級","HSK_3"
"120","刀片魚","無","第2級","HSK_3"
"121","刀梭","無","第7級","無"
"123","力魚","A2","第2級","HSK_2"
"124","十字偽葉蟲花天牛","無","第7級","HSK_789"
"126","十字蟹","無","第7級","無"
"128","十星天牛","A1","第1級","HSK_1"
"130","十齒花目","無","第3級","HSK_789"
"131","三叉虎","無","第3級","HSK_5"
"132","三不掉","無","第3級","HSK_2"
"133","三爪仔","無","第5級","HSK_789"
"134","三牙","A2","第2級","HSK_4"
"135","三玄點小灰蝶","無","第7級","無"
"136","三目公仔","無","第4級","HSK_5"
"137","三宅前寄居蟹","無","第7級","無"
"139","三色龍","無","第3級","HSK_3"
"140","三尾小灰蝶","無","第7級","無"
"141","三尾灰蝶","無","第7級","無"
"142","三抓仔","無","第4級","HSK_5"
"144","三角仔","無","第4級","HSK_5"
"145","三角仙人掌","無","第5級","HSK_789"
"149","三角姑","無","第4級","HSK_3"
"150","三角招潮蟹","無","第7級","無"
"151","三角昌","無","第5級","HSK_6"
"153","三角倒吊","無","第7級","無"
"154","三角峰小灰蝶","無","第7級","無"
"156","三角紋蝶","無","第7級","無"
"162","三角對葉蘭","無","第5級","HSK_789"
"163","三角蜘蛛","無","第7級","無"
"165","三角閻魔金龜","無","無","HSK_789"
"166","三角雙葉蘭","無","第5級","HSK_789"
"167","三來","A1","第1級","HSK_1"
"169","三奈","無","第6級","HSK_5"
"170","三花銀蓮花","無","第5級","HSK_789"
"172","三星仔","無","第4級","HSK_5"
"174","三星鬥魚","無","第5級","無"
"176","三星雙尾小灰","無","第5級","HSK_5"
"177","三星雙尾燕蝶","無","第7級","無"
"179","三界娘仔","無","第4級","HSK_5"
"181","三突花蛛","無","第7級","無"
"183","三娘鯊","無","無","HSK_789"
"185","三紋蝴蝶魚","無","第7級","無"
"186","三帶赤尾冬","無","第5級","HSK_789"
"192","三康","A2","第3級","HSK_2"
"193","三眼蝶","無","第7級","無"
"194","三趾翠鳥","無","第7級","無"
"199","三斑宅泥魚","無","第5級","HSK_789"
"200","三斑趾弄蝶","無","第7級","無"
"201","三斑菩薩魚","無","無","HSK_789"
"204","三棘多板盾尾魚","無","第7級","HSK_789"
"208","三裂葉扁豆","無","第6級","HSK_6"
"209","三裂葉野葛","無","第7級","無"
"210","三間雀","無","第5級","HSK_789"
"212","三腳釘","無","第6級","HSK_789"
"216","三葉草斑潛蠅","無","第7級","HSK_789"
"218","三葉蔓荊","無","無","HSK_789"
"219","三葉龍","無","第4級","HSK_4"
"226","三瘤糞金龜","無","第7級","HSK_789"
"231","三線蝶","無","第7級","無"
"232","三線龍","無","第3級","HSK_3"
"233","三線雞魚","無","第3級","HSK_3"
"236","三輪虎天牛","無","第4級","HSK_5"
"237","三齒仔","無","第4級","HSK_789"
"241","三點仔","無","第4級","HSK_5"
"242","三點白","A1","第1級","HSK_1"
"244","三點金草","無","第2級","HSK_3"
"245","三點金屬","無","第5級","HSK_3"
"247","三點神仙","無","第5級","HSK_789"
"248","三點臺菊虎","無","第7級","無"
"251","三瓣背寡毛實蠅","無","第7級","HSK_789"
"252","三寶鳥","無","第4級","HSK_4"
"257","上戶蜘蛛","無","第7級","無"
"261","下黃白蝶","無","第7級","無"
"266","久松金灰蝶","無","第7級","無"
"267","久保田台灣絨毛金龜","無","無","HSK_789"
"274","凡納濱對蝦","無","第7級","HSK_789"
"277","千人捏不死","無","第7級","HSK_789"
"279","千年木","無","第2級","HSK_3"
"281","千里光","無","第3級","HSK_3"
"282","千里香","無","第3級","HSK_3"
"285","千層塔","無","第6級","HSK_6"
"286","千寶菜","無","第4級","HSK_4"
"291","叉尾雨燕留鳥亞種","無","第5級","HSK_789"
"292","叉尾雨燕過境亞種","無","第5級","HSK_789"
"293","叉尾鬥魚","無","第5級","無"
"294","叉尾帶魚","無","第4級","HSK_5"
"298","叉珊藻","無","第7級","無"
"299","叉紋小灰蝶","無","第7級","無"
"300","叉紋蝴蝶魚","無","第7級","無"
"302","叉斑狗母魚","無","第5級","HSK_789"
"303","叉斑蝶","無","第7級","無"
"307","叉齒隙蛛","無","第7級","無"
"309","土八哥","無","第3級","HSK_3"
"310","土牛入石","無","第3級","無"
"311","土牛膝","無","第7級","HSK_789"
"312","土用藤","無","第7級","HSK_789"
"313","土地公燕","無","第5級","HSK_789"
"314","土托舅","無","第5級","HSK_789"
"315","土肉","無","第3級","HSK_3"
"316","土佐副赤尾冬","無","第7級","HSK_789"
"318","土佐瞻星魚","無","無","HSK_789"
"319","土豆","無","第3級","HSK_4"
"320","土烏","無","第4級","HSK_6"
"321","土烏藥","無","第4級","HSK_6"
"324","土婆","無","第3級","HSK_4"
"325","土殺","無","第3級","HSK_5"
"327","土黃","無","第3級","HSK_3"
"328","土黃魚","無","第3級","HSK_3"
"329","土溝龍","無","第5級","HSK_5"
"330","土蜂仔","無","第6級","HSK_789"
"331","土鼓藤","無","第7級","HSK_789"
"332","土種吳郭魚","無","第6級","HSK_789"
"333","土管","無","第3級","HSK_3"
"336","土龍","無","第3級","HSK_3"
"337","土龜","無","第6級","HSK_789"
"343","士賢皿柱蘭","無","第7級","無"
"344","夕化妝","無","第5級","HSK_789"
"346","大二色深山天牛","無","第3級","HSK_3"
"349","大口光尾鯊","無","無","HSK_789"
"350","大口倍良","無","第5級","HSK_4"
"359","大口鯊","無","無","HSK_789"
"363","大小管仔","無","第4級","HSK_5"
"365","大井氏海洲常山","無","第6級","HSK_789"
"367","大午","A1","第1級","HSK_1"
"368","大天鵝","無","第5級","HSK_789"
"370","大巴","無","第2級","HSK_4"
"372","大水窟小蝶蘭","無","第7級","無"
"373","大水窟紅蘭","無","第7級","HSK_789"
"374","大片仔","無","第4級","HSK_5"
"376","大台灣苔","無","第7級","無"
"378","大本羊角豆","無","第4級","HSK_4"
"379","大正蝦","無","第4級","HSK_789"
"380","大玉帶黑蔭蝶","無","第7級","無"
"382","大甲草","無","第4級","HSK_5"
"384","大白天牛","A1","第1級","HSK_1"
"385","大白花鬼針","無","第4級","HSK_5"
"386","大白茅","無","無","HSK_789"
"387","大白紋弄蝶","無","第7級","無"
"388","大白帶黑蔭蝶","無","第7級","無"
"391","大白條天牛","A2","第2級","HSK_1"
"392","大白條黑蔭蝶","無","第7級","無"
"393","大白斑蝶台灣亞種","無","第7級","無"
"394","大白斑蝶綠島亞種","無","第7級","無"
"395","大白斑蝶臺灣亞種","無","第7級","無"
"396","大白裙弄蝶","無","第7級","無"
"398","大白鯊","無","無","HSK_789"
"399","大目孔","無","第4級","HSK_789"
"401","大目仔","無","第4級","HSK_5"
"402","大目瓜仔","無","第4級","HSK_5"
"403","大目狗母","A2","第3級","HSK_3"
"404","大目側仔","無","第6級","HSK_6"
"405","大目擬扭葉苔","無","第7級","無"
"410","大灰氣苔變種","無","第7級","無"
"415","大耳","無","第3級","HSK_4"
"417","大西洋藍槍魚","無","第5級","HSK_6"
"419","大妨竹","無","第5級","HSK_789"
"422","大沙","無","第3級","HSK_3"
"424","大肚仔","無","第4級","HSK_5"
"425","大肚魚","無","第3級","HSK_4"
"426","大良薑","無","第6級","無"
"427","大芋蘭","無","第7級","無"
"429","大豆根潛蠅","無","第7級","HSK_789"
"430","大豆莖潛蠅","無","第7級","HSK_789"
"431","大赤旋螺","無","無","HSK_789"
"435","大刺棘鱗魚","無","第7級","無"
"438","大卷尾台灣亞種","無","第5級","HSK_6"
"439","大卷尾福建亞種","無","第5級","HSK_4"
"440","大和小灰蝶","無","第7級","無"
"441","大和白蟻","無","第5級","無"
"442","大和米蝦","無","第4級","HSK_789"
"443","大和藻蝦","無","第7級","HSK_789"
"448","大果漆屬","無","第6級","HSK_789"
"451","大武猴栗","無","第7級","無"
"453","大波紋蛇目蝶","無","第7級","無"
"455","大狗尾草","無","第4級","HSK_4"
"456","大盲蛇","無","第5級","HSK_6"
"458","大花仙丹","無","第6級","HSK_789"
"459","大花串","無","第5級","HSK_6"
"460","大花鬼針草","無","第4級","HSK_5"
"461","大花婆婆針","無","第4級","HSK_4"
"463","大花臉","無","第2級","HSK_2"
"469","大虎頭蜂","無","第6級","HSK_789"
"470","大青鯊","無","無","HSK_789"
"471","大型小黃紋弄蝶","無","第7級","無"
"472","大型菲潛蠅","無","第7級","無"
"473","大指泥蝦","無","第5級","HSK_789"
"478","大看麥娘","無","第4級","HSK_6"
"483","大紅岩瓷蟹","無","第7級","無"
"484","大紅紋鳳蝶","無","第7級","無"
"486","大胡麻斑蝶","無","第7級","無"
"487","大胡麻斑蝶綠島亞種","無","第7級","無"
"489","大苦薯","無","第6級","HSK_6"
"490","大軍艦鳥","無","第7級","HSK_6"
"491","大面側仔","無","第6級","HSK_6"
"493","大島鎖管","無","第4級","HSK_6"
"496","大海馬","A1","第2級","HSK_2"
"497","大海鹿","無","第4級","HSK_789"
"498","大烏","無","第4級","HSK_6"
"499","大狼毒","無","第4級","HSK_789"
"502","大紋白蝶","無","第7級","無"
"503","大翅沙","無","第5級","HSK_789"
"504","大貢仔","無","第6級","HSK_6"
"505","大馬蹄草","無","第7級","無"
"508","大巢豆","無","第7級","HSK_789"
"509","大巢菜","無","第7級","HSK_789"
"510","大接骨丹","無","第6級","HSK_789"
"511","大斜帶竹眼蝶","無","第7級","無"
"514","大梳齒","無","第6級","HSK_789"
"516","大理石灰色蟑螂","無","第7級","無"
"517","大理羅漢松","無","第5級","HSK_789"
"518","大眼大辮魚","無","第7級","HSK_789"
"520","大眼天牛","無","第2級","HSK_2"
"521","大眼金槍魚","無","第5級","HSK_5"
"522","大眼長尾鯊","無","無","HSK_789"
"524","大眼紅娘魚","無","第4級","HSK_3"
"526","大眼梭子魚","無","第7級","無"
"527","大眼軟腕魚","無","第7級","HSK_789"
"534","大眼鮪","無","第7級","無"
"536","大蛇螺","無","無","HSK_789"
"537","大赦婆樹","無","第7級","無"
"539","大通草","無","第2級","HSK_2"
"540","大陸窗螢","無","第7級","無"
"541","大麥條斑嵌紋病毒","無","無","HSK_789"
"544","大斑里白灰蝶","無","第7級","無"
"548","大斑馬","無","第5級","HSK_789"
"550","大斑豬齒魚","無","第5級","HSK_789"
"552","大棗","無","第7級","HSK_789"
"559","大短趾百靈","無","第7級","無"
"560","大窗螢","無","第7級","無"
"562","大紫挾蝶","無","第7級","無"
"565","大黃三線蝶","無","第7級","無"
"566","大黃色三線蝶","無","第7級","無"
"567","大黃紋弄蝶","無","第7級","無"
"568","大黃斑弄蝶","無","第7級","無"
"570","大黃斑普提魚","無","第5級","HSK_789"
"571","大黃裙粉蝶","無","第7級","無"
"573","大黑白蟻","無","第5級","無"
"574","大黑波紋灰蝶","無","第7級","無"
"575","大黑星弄蝶","無","第7級","無"
"577","大黑貓","A1","第2級","HSK_2"
"578","大黑糞金龜","無","第7級","HSK_789"
"579","大黑蟻","無","第5級","無"
"583","大腳桶蘭","無","第6級","HSK_789"
"584","大腹圓蛛","無","第7級","無"
"585","大葉山扁豆","無","第5級","HSK_6"
"586","大葉五加皮","無","第4級","HSK_4"
"587","大葉羊蹄甲","無","第7級","無"
"591","大葉胡頹子","無","第7級","HSK_789"
"594","大葉馬兜鈴","無","第7級","HSK_789"
"596","大葉紫珠","無","第4級","HSK_5"
"599","大葉廣東山葡萄","無","第5級","HSK_5"
"600","大葉雞屎樹","無","第7級","無"
"601","大葉雞納樹","無","第5級","HSK_6"
"603","大葛藤","無","第7級","無"
"607","大鉛筆魚","無","第5級","HSK_6"
"611","大綠弄蝶","無","第7級","無"
"612","大綠金龜","無","第6級","HSK_789"
"614","大蒜潛隱病毒","無","第6級","HSK_789"
"617","大魁氏沼蝦","無","第7級","HSK_789"
"620","大嘴烏尾冬仔","無","第4級","HSK_6"
"621","大嘴烏鴉","無","第6級","HSK_789"
"623","大瘤條金龜","無","第7級","HSK_789"
"626","大蓮","無","第5級","HSK_789"
"627","大蔗龜","無","第7級","無"
"629","大衛糞球金龜","無","第7級","HSK_789"
"630","大豬屎青","無","第7級","無"
"631","大輪月桃","無","第4級","HSK_5"
"633","大壁虎","無","第5級","HSK_5"
"637","大橫紋地膽","無","第6級","HSK_789"
"641","大頭丁","無","第3級","HSK_789"
"642","大頭山薑","無","第6級","無"
"644","大頭狗母魚","A1","第2級","HSK_3"
"645","大頭花桿狗母","無","第7級","無"
"647","大頭茶灰蝶","無","第7級","無"
"648","大頭銀姑魚","無","第3級","HSK_3"
"649","大頭蝦","無","第4級","HSK_789"
"650","大頭點竹","無","第4級","HSK_5"
"651","大頭麗蠅","無","第7級","HSK_789"
"657","大還魂","無","第6級","HSK_789"
"658","大點花","A1","第1級","HSK_1"
"660","大藏波紋蛇目蝶","無","第7級","無"
"661","大鯊條","無","無","HSK_789"
"664","大羅灣草","無","第5級","HSK_789"
"665","大類蘆","無","第7級","HSK_789"
"666","大寶鏡鳳蝶","無","第7級","無"
"667","大霸山蘭","無","第7級","HSK_789"
"670","大彎嘴畫眉","無","第4級","HSK_789"
"673","大鱗海豬魚","無","第7級","無"
"679","大鱗新燈籠魚","無","第7級","無"
"686","女竹","無","第4級","HSK_5"
"687","子午蓮","無","第5級","HSK_789"
"690","小一文字蝶","無","第7級","無"
"691","小三目蝶","無","第7級","無"
"694","小三線蝶","無","第7級","無"
"695","小口小石苔","無","第7級","無"
"698","小小灰蝶","無","第7級","無"
"699","小山艾","無","無","HSK_789"
"702","小丑武士","無","第7級","HSK_5"
"703","小丑砲彈","無","第7級","無"
"704","小丑魚","無","第7級","HSK_5"
"705","小丑蟑螂","無","第7級","無"
"706","小公魚","A1","第2級","HSK_2"
"707","小天南星","A1","第2級","HSK_1"
"708","小太平鳥","A2","第3級","HSK_2"
"709","小巴","無","第2級","HSK_4"
"711","小水鴨","無","第4級","HSK_5"
"714","小水鴨指名亞種","無","第4級","HSK_5"
"716","小火蟻","無","第5級","無"
"717","小凸額脊沫蟬","無","第7級","無"
"718","小台彩麗金龜","無","第6級","HSK_789"
"719","小台灣扇角金龜","無","第6級","HSK_789"
"720","小田雞","無","第2級","HSK_6"
"722","小白波灰蝶","無","第7級","無"
"723","小白波紋小灰蝶","無","第7級","無"
"725","小白酒草","無","第3級","HSK_2"
"726","小石積","無","第5級","HSK_3"
"729","小光高梁","無","第6級","HSK_6"
"730","小尖耳螺","無","無","HSK_789"
"733","小米辣","無","第3級","HSK_4"
"738","小西氏芋","無","第7級","無"
"739","小串","無","第5級","HSK_6"
"740","小壯植潛蠅","無","第7級","HSK_789"
"744","小刺鬚虎天牛","無","第7級","無"
"745","小垂枝石松","無","第6級","HSK_789"
"747","小波紋蛇目蝶","無","第7級","無"
"748","小肩斑銀腹蛛","無","第7級","無"
"750","小花山小橘","無","第4級","HSK_789"
"751","小花羊耳蘭","無","第5級","HSK_789"
"753","小花松螺","無","無","HSK_789"
"754","小花粗葉木","無","第4級","HSK_4"
"761","小金梅草","無","第5級","HSK_6"
"762","小金櫻","無","第5級","無"
"765","小青苔","無","第7級","無"
"766","小青斑蝶","無","第7級","無"
"768","小青鳳蝶","無","第7級","無"
"769","小青龍","無","第3級","HSK_3"
"770","小厚角金龜","無","第6級","HSK_789"
"771","小型小灰蝶","無","第7級","無"
"772","小型虎頭蜂","無","第6級","HSK_789"
"774","小星弄蝶","無","第7級","無"
"775","小星鴨腳木","無","第4級","HSK_5"
"776","小柱蘭屬","無","第5級","HSK_789"
"777","小洋蔥螺","無","無","HSK_789"
"778","小秋沙","無","第3級","HSK_3"
"779","小紅毛苔","無","第7級","無"
"781","小紅肩黑花天牛","無","第5級","HSK_5"
"782","小紅參","A2","第3級","HSK_2"
"783","小紅軟鑽仔","無","第5級","HSK_6"
"784","小紅點粉蝶","無","第7級","無"
"785","小紅蟻","無","第5級","無"
"786","小苦草","無","第3級","HSK_3"
"788","小軍艦鳥","無","第7級","HSK_6"
"789","小風蘭","無","第5級","HSK_789"
"790","小飛揚草","無","第5級","HSK_4"
"791","小飛蓬","無","第6級","HSK_789"
"793","小唇蘭屬","無","第6級","HSK_789"
"794","小埔里小灰蝶","無","第7級","無"
"796","小娘子","無","第4級","HSK_3"
"798","小悅目蛛","無","第7級","無"
"799","小桂葉黃梅","無","無","HSK_789"
"800","小桑樹","無","第7級","HSK_789"
"804","小烏","無","第4級","HSK_6"
"805","小烏小灰蝶","無","第7級","無"
"806","小狸藻","無","第7級","無"
"807","小紋青帶鳳蝶","無","第7級","無"
"808","小紋淡青斑蝶","無","第7級","無"
"812","小鬼蘭","無","第5級","HSK_789"
"817","小眼深海青眼魚","無","第3級","HSK_3"
"820","小眼蝶","無","第7級","無"
"824","小粒天牛","無","第5級","HSK_789"
"825","小蛇目蝶","無","第7級","無"
"826","小軟刺藻","無","第7級","HSK_789"
"827","小透翅斑蝶","無","第7級","無"
"831","小雪球","A2","第2級","HSK_2"
"832","小鹿角蘭","無","第5級","HSK_789"
"833","小鹿霍","無","第7級","HSK_789"
"835","小單環眉眼蝶","無","第7級","無"
"836","小斑里白灰蝶","無","第7級","無"
"849","小雲雀本島亞種","無","第5級","無"
"850","小雲雀澎湖亞種","無","第7級","無"
"852","小黃瓜","無","第2級","HSK_4"
"854","小黃家蟻","無","第5級","無"
"855","小黃斑弄蝶","無","第7級","無"
"856","小黃嘴雀","無","第5級","HSK_789"
"859","小黑波紋灰蝶","無","第7級","無"
"860","小黑花天牛","A1","第1級","HSK_2"
"862","小黑斑鳳蝶","無","第7級","無"
"863","小黑蟻","無","第5級","無"
"864","小圓結構病毒","無","第5級","無"
"866","小腳桶蘭","無","第6級","HSK_789"
"869","小葉肺形草","無","第5級","HSK_6"
"870","小葉厚殼樹","無","第6級","HSK_789"
"871","小葉胡麻草","無","第5級","HSK_5"
"872","小葉唐松草","無","第5級","HSK_789"
"874","小葉桃花心木","無","第4級","HSK_5"
"875","小葉臭魚木","無","第4級","HSK_5"
"877","小葉黑面神","無","第4級","HSK_4"
"878","小葉葛藤","無","第7級","無"
"880","小葉樹灰苔","無","第7級","無"
"882","小葉繁縷","無","無","HSK_789"
"884","小葉雞納樹","無","第5級","HSK_6"
"887","小葉鐵大烏","無","第4級","HSK_6"
"888","小葉鐵線蓮","無","第5級","HSK_789"
"889","小零餘子草","無","第5級","無"
"891","小窩病毒屬","無","第5級","HSK_789"
"894","小綠灰蝶","無","第7級","無"
"897","小臺彩麗金龜","無","第6級","無"
"898","小蜘蛛蘭屬","無","第7級","無"
"902","小嘴鴉","無","第6級","HSK_789"
"905","小蓬草","無","第6級","HSK_789"
"906","小蔗龜","無","第7級","無"
"907","小蝦","無","第4級","HSK_789"
"914","小燕尾","無","第5級","HSK_789"
"915","小燕草","無","第5級","HSK_789"
"922","小龍蝦","無","第4級","HSK_789"
"927","小還魂","無","第6級","HSK_789"
"928","小隱蟹","無","第7級","無"
"931","小雙葉蘭","無","第5級","HSK_789"
"934","小蘭灰蝶","無","第7級","無"
"935","小蘭嶼蝴蝶蘭","無","第7級","無"
"937","小鐵斑鳳凰螺","無","無","HSK_789"
"942","小鶯台灣亞種","無","第7級","無"
"943","小鶯華南亞種","無","第7級","無"
"945","小彎嘴畫眉","無","第4級","HSK_789"
"950","小靈貓","無","第5級","HSK_6"
"954","山中波紋蛇目蝶","無","第7級","無"
"958","山白菊植潛蠅","無","第7級","HSK_789"
"960","山地五月茶","A1","第1級","HSK_1"
"961","山地竹眼蝶","無","第7級","無"
"962","山灰蝶","無","第7級","無"
"963","山百合","無","第3級","HSK_2"
"965","山肉豆","無","第2級","HSK_4"
"966","山何首烏","無","第4級","HSK_6"
"967","山弄蝶","無","第7級","無"
"969","山芋","無","第7級","無"
"971","山赤箭","無","第5級","HSK_789"
"972","山防風","無","第5級","HSK_3"
"973","山兔","無","第4級","HSK_5"
"975","山松柏","無","第7級","HSK_789"
"977","山林投","無","第4級","HSK_4"
"978","山苦瓜","無","第3級","HSK_4"
"979","山茄","無","第5級","HSK_6"
"980","山茄花","無","第5級","HSK_6"
"982","山香","無","第2級","HSK_3"
"985","山粉鳥","無","第4級","HSK_6"
"989","山茶葉灰木","無","第5級","HSK_5"
"990","山馬茶","A1","第1級","HSK_1"
"993","山野狼尾草","無","第4級","HSK_789"
"994","山割藤","無","第7級","HSK_789"
"996","山菊","無","第7級","HSK_789"
"1000","山羨子","無","第5級","HSK_789"
"1001","山葛","無","第7級","無"
"1002","山葡萄","無","第5級","HSK_5"
"1004","山鳩","無","第6級","無"
"1005","山慈菇","無","第6級","HSK_789"
"1007","山漆","無","第6級","HSK_789"
"1008","山豬","無","第2級","HSK_3"
"1010","山貓","A1","第2級","HSK_2"
"1012","山薄荷","無","第6級","HSK_789"
"1014","山薯","無","第6級","HSK_6"
"1016","山羅花屬","無","第5級","HSK_789"
"1017","山藥薯","無","第6級","HSK_6"
"1018","山櫻桃","無","第5級","無"
"1022","山鹽青","無","第4級","HSK_4"
"1024","川七","無","第4級","HSK_789"
"1027","川上氏羊耳蒜","無","第6級","HSK_789"
"1028","川上氏羊耳蘭","無","第6級","HSK_789"
"1034","川上白蝶","無","第7級","無"
"1035","川竹","無","第4級","HSK_789"
"1036","川杜若","無","第5級","HSK_789"
"1039","弓束圓篩藻小形變種","無","第7級","HSK_789"
"1041","弓頭飛魚","無","第5級","HSK_789"
"1045","中川氏額蚤台灣亞種","無","第7級","無"
"1051","中形銀腹蜘蛛","無","第7級","無"
"1058","中型平殼蟹","無","第7級","無"
"1059","中型癒合小藤壺","無","第7級","無"
"1060","中根豔螢金花蟲","無","第7級","無"
"1062","中胸普提魚","無","第5級","HSK_4"
"1063","中國大虎頭蜂","無","第6級","HSK_789"
"1064","中國小沙丁","無","第3級","HSK_789"
"1065","中國水蛇","無","第4級","HSK_5"
"1068","中國石龍子台灣亞種","無","第4級","HSK_6"
"1069","中國石龍子白斑亞種","無","第5級","HSK_789"
"1070","中國石龍子指名亞種","無","第4級","HSK_4"
"1071","中國石龍子臺灣亞種","無","第4級","無"
"1072","中國明對蝦","無","第4級","HSK_789"
"1073","中國雨蛙","無","第6級","HSK_789"
"1074","中國南瓜","無","第2級","HSK_4"
"1078","中國蜂","無","第6級","HSK_789"
"1079","中國槍烏賊","無","第5級","HSK_789"
"1080","中國蔗","無","第7級","無"
"1081","中國衛矛","無","第5級","HSK_5"
"1084","中國藍鵲","無","第6級","無"
"1091","中條閻魔金龜","無","無","HSK_789"
"1098","中華回條蜂台灣亞種","無","第6級","HSK_789"
"1099","中華角鈍","無","第7級","無"
"1105","中華眉眼蝶","無","第7級","無"
"1106","中華秋沙鴨","無","第4級","HSK_5"
"1108","中華海怪","無","第3級","HSK_3"
"1110","中華馬蜂","無","第6級","HSK_789"
"1111","中華馬蹄蟹","無","第7級","無"
"1114","中華粗石苔","無","第7級","無"
"1120","中華翠鳳蝶","無","第7級","無"
"1121","中華穀弄蝶","無","第7級","無"
"1122","中華壇花蘭","無","第6級","HSK_789"
"1124","中華瞻星魚","無","無","HSK_789"
"1126","中華攀雀","無","第6級","HSK_789"
"1132","中溝","無","第5級","HSK_5"
"1133","中臺白齒苔","無","第7級","無"
"1134","中臺雪螢金花蟲","無","第7級","無"
"1141","丹招樹","無","第6級","HSK_789"
"1143","五月艾","無","無","HSK_789"
"1144","五爪金龍","無","第5級","HSK_789"
"1146","五爪龍","無","第5級","HSK_789"
"1153","五紋圓蛛","無","第7級","無"
"1154","五脈剛毛省藤","無","第7級","HSK_789"
"1156","五帶豆娘魚","無","第4級","HSK_4"
"1158","五彩千年木","無","第4級","HSK_3"
"1159","五彩相思鳥","無","第4級","HSK_3"
"1165","五腳虎","無","第3級","HSK_5"
"1166","五葉竹","無","第4級","HSK_5"
"1170","五線石龍子","無","第3級","HSK_3"
"1176","五鬚蝦","無","第7級","無"
"1179","井上烏小灰蝶","無","第7級","無"
"1184","元帥手烏賊","無","第5級","HSK_789"
"1185","元帥手魷魚","無","第6級","無"
"1188","內田紫小灰蝶","無","第7級","無"
"1189","內門竹","無","第4級","HSK_5"
"1190","內絲藻","無","第7級","HSK_789"
"1193","公子小丑","無","第7級","HSK_5"
"1197","公牛真鯊","無","無","HSK_789"
"1199","公代","A2","第3級","HSK_3"
"1200","六出花科","無","第4級","HSK_2"
"1202","六角格仔","無","第4級","HSK_5"
"1207","六帶豆娘魚","無","第4級","HSK_4"
"1208","六帶刺蓋魚","無","第4級","HSK_4"
"1209","六帶神仙","無","第5級","HSK_789"
"1210","六帶線紋魚","無","第6級","HSK_789"
"1211","六帶龍","無","第3級","HSK_3"
"1225","六腳螺","無","無","HSK_789"
"1226","六道木","無","第2級","HSK_3"
"1229","六線龍","無","第3級","HSK_3"
"1232","六點狼蜘","無","第7級","無"
"1240","切翅單環蝶","無","第7級","無"
"1241","切腹蟹","無","第7級","無"
"1247","勿忘草屬","無","第5級","HSK_789"
"1248","勿碰我","無","第5級","HSK_789"
"1249","化石草","無","第2級","HSK_3"
"1250","午仔","無","第4級","HSK_5"
"1254","反捲葉石松","無","第5級","無"
"1257","反瓣蝦脊蘭","無","第7級","HSK_789"
"1258","天仁雀","無","第5級","HSK_789"
"1259","天王蝶","無","第7級","無"
"1260","天台烏藥","無","第4級","HSK_6"
"1261","天狗白蟻","無","第5級","無"
"1264","天狗蝶","無","第7級","無"
