"","word","EBCL","TBCL","HSK"
"11016","黃天竹","無","第4級","HSK_5"
"11018","黃毛木","無","第2級","HSK_3"
"11019","黃毛綠弄蝶","無","第7級","無"
"11021","黃毛閻魔金龜","無","無","HSK_789"
"11024","黃牛香","無","第2級","HSK_3"
"11026","黃瓜","無","第2級","HSK_4"
"11027","黃皮","無","第3級","HSK_3"
"11028","黃皿柱蘭","無","第7級","無"
"11029","黃尖鴨","無","第4級","HSK_6"
"11030","黃灰蝶","無","第7級","無"
"11031","黃羽鴉雀","無","第6級","HSK_789"
"11032","黃耳烏","無","第4級","HSK_6"
"11033","黃耳螺","無","無","HSK_789"
"11034","黃肉仔","無","第4級","HSK_5"
"11035","黃肉杜","無","第5級","HSK_789"
"11038","黃色高腹蜘蛛","無","第7級","無"
"11039","黃色裸海牛","無","第7級","HSK_789"
"11040","黃衣","A2","第2級","HSK_2"
"11043","黃尾瓜仔","無","第4級","HSK_5"
"11045","黃尾刺尾魚","無","第4級","HSK_4"
"11046","黃尾虎頭蜂","無","第6級","HSK_789"
"11047","黃尾海豬魚","無","第4級","HSK_4"
"11048","黃尾副刺尾魚","無","第5級","HSK_6"
"11050","黃尾荷包魚","無","第6級","HSK_789"
"11051","黃尾雀","無","第5級","HSK_789"
"11054","黃尾龍","無","第4級","HSK_4"
"11056","黃弄蝶","無","第7級","無"
"11057","黃肚龍","無","第3級","HSK_4"
"11058","黃谷精","無","第5級","HSK_6"
"11059","黃足黃守瓜","無","第4級","HSK_4"
"11060","黃足裸變麗蠅","無","第7級","HSK_789"
"11061","黃奇串","無","第5級","HSK_6"
"11062","黃姑魚","無","第3級","HSK_3"
"11067","黃波蘿鳳蝶","無","第7級","無"
"11068","黃股額角潛蠅","無","第7級","HSK_789"
"11071","黃花松螺","無","無","HSK_789"
"11072","黃花挖耳草","無","第4級","HSK_6"
"11073","黃花茅","無","無","HSK_789"
"11075","黃花草","無","第2級","HSK_2"
"11076","黃花魚","A2","第2級","HSK_2"
"11077","黃花龍","無","第3級","HSK_3"
"11078","黃花龍膽","無","第4級","HSK_5"
"11080","黃金水玉杯","無","第2級","HSK_4"
"11081","黃金肥蛛","無","第7級","無"
"11082","黃金桂","無","無","HSK_789"
"11084","黃金雷龍","無","第4級","HSK_4"
"11085","黃金福壽螺","無","無","HSK_789"
"11086","黃金藻","無","第7級","HSK_789"
"11087","黃長腳蜂","無","第6級","HSK_789"
"11088","黃阿里彩蠅","無","第7級","HSK_789"
"11089","黃後翅弄蝶","無","第7級","無"
"11090","黃星天牛","A2","第2級","HSK_2"
"11091","黃星天牛蘭嶼亞種","無","第6級","HSK_789"
"11094","黃星鳳蝶","無","第7級","無"
"11095","黃柄壁泥蜂台灣亞種","無","第6級","HSK_789"
"11101","黃美人蝦","無","第4級","HSK_789"
"11103","黃背草","無","第3級","HSK_2"
"11104","黃背雀","無","第5級","HSK_789"
"11106","黃胡麻斑挾蝶","無","第7級","無"
"11108","黃面神仙","無","第5級","HSK_789"
"11109","黃倒吊","無","第7級","無"
"11111","黃射紋星弄蝶","無","第7級","無"
"11113","黃挾蝶","無","第7級","無"
"11114","黃桑","無","第7級","HSK_789"
"11120","黃紋長標弄蝶","無","第7級","無"
"11121","黃紋長鬚小翅天牛","無","第7級","無"
"11123","黃紋粉蝶","無","第7級","無"
"11124","黃紋鳳蝶","無","第7級","無"
"11125","黃紋蝶","無","第7級","無"
"11127","黃紋龍舌蘭","無","第6級","HSK_789"
"11128","黃翅","無","第5級","HSK_789"
"11129","黃翅仔","無","第5級","HSK_789"
"11132","黃翅艷紋矮天牛","無","第6級","HSK_789"
"11133","黃胸白蟻","無","第5級","無"
"11134","黃胸泥壺蜂","無","第6級","HSK_789"
"11137","黃胸散白蟻","無","第5級","無"
"11138","黃胸無紋天牛","無","第6級","HSK_789"
"11139","黃胸紫天牛","無","第5級","HSK_5"
"11143","黃骨魚","無","第5級","HSK_4"
"11146","黃婆","無","第3級","HSK_4"
"11148","黃帶水蛇","無","第4級","HSK_5"
"11150","黃帶赤尾冬","無","第5級","HSK_789"
"11152","黃帶肥皂魚","無","第5級","HSK_789"
"11153","黃帶金鱗魚","無","第7級","無"
"11154","黃帶枯葉蝶","無","第7級","無"
"11155","黃帶唇魚","無","第6級","HSK_789"
"11156","黃帶海龍","無","第3級","HSK_3"
"11157","黃帶砲彈","無","第7級","無"
"11161","黃帶擬羊魚","無","第6級","HSK_789"
"11162","黃彩龍","無","第4級","HSK_3"
"11163","黃條","A2","第2級","HSK_2"
"11164","黃條尖天牛","無","第4級","HSK_6"
"11165","黃條長角泥蟲","無","第5級","HSK_6"
"11169","黃梢蛇","無","無","HSK_789"
"11170","黃梯形蟹","無","第7級","無"
"11173","黃細心","無","第4級","HSK_4"
"11176","黃雀仔","無","第5級","HSK_789"
"11177","黃頂斑潛蠅","無","第7級","HSK_789"
"11179","黃魚","A2","第2級","HSK_2"
"11180","黃魚規","無","第4級","HSK_3"
"11181","黃鳥蕉","無","第3級","HSK_3"
"11182","黃麻鴨","無","第4級","HSK_5"
"11184","黃喉黑伏翼","無","第7級","HSK_789"
"11187","黃斑三線蝶","無","第7級","無"
"11193","黃斑弄蝶","無","第7級","無"
"11195","黃斑長腳蜂","無","第6級","HSK_789"
"11198","黃斑烈弄蝶","無","第7級","無"
"11199","黃斑粉蝶","無","第7級","無"
"11200","黃斑馬蜂","無","第6級","HSK_789"
"11201","黃斑短突花金龜","無","第6級","HSK_789"
"11203","黃斑圓蛛","無","第7級","無"
"11206","黃斑鳳蝶","無","第7級","無"
"11209","黃斑蕉弄蝶","無","第7級","無"
"11217","黃順","無","第4級","HSK_2"
"11219","黃新娘","無","第4級","HSK_3"
"11222","黃腰仔","無","第5級","HSK_5"
"11223","黃腰泥壺蜂","無","第6級","HSK_789"
"11226","黃腳佳仔","無","第4級","HSK_6"
"11227","黃腳網白蟻","無","第5級","無"
"11228","黃腸魚","無","第5級","HSK_5"
"11231","黃腹花天牛","無","第6級","HSK_789"
"11232","黃腹紅寶蛇","無","第6級","HSK_789"
"11234","黃腹樹鶯","無","第7級","無"
"11241","黃蜂","無","第6級","HSK_789"
"11242","黃裙弄蝶","無","第7級","無"
"11243","黃裙粉蝶","無","第7級","無"
"11244","黃裙斑粉蝶","無","第7級","無"
"11245","黃裙圓粉蝶","無","第7級","無"
"11246","黃裙鳳蝶","無","第7級","無"
"11247","黃槐決明","無","無","HSK_789"
"11248","黃網蝶","無","第7級","無"
"11249","黃裳粉蝶","無","第7級","無"
"11251","黃領蝶","無","第7級","無"
"11252","黃嘴玉","無","第2級","HSK_4"
"11254","黃嘴雀","無","第5級","HSK_789"
"11256","黃線","無","第3級","HSK_3"
"11257","黃線龍","無","第3級","HSK_3"
"11260","黃緣砲彈","無","第7級","無"
"11261","黃緣閉殼龜","無","第6級","HSK_789"
"11263","黃緣鳳蝶","無","第7級","無"
"11264","黃膝額角潛蠅","無","第7級","HSK_789"
"11265","黃蔥","無","第6級","HSK_789"
"11266","黃蔥草","無","第6級","HSK_789"
"11267","黃蝦","無","第4級","HSK_789"
"11268","黃蝴蝶","無","第7級","無"
"11269","黃蝴蝶魚","無","第7級","無"
"11275","黃澤小沙丁魚","無","第6級","HSK_789"
"11278","黃頭脈翅螢","無","第7級","無"
"11284","黃鴛鴦","無","第7級","無"
"11285","黃龍","無","第3級","HSK_3"
"11286","黃龜","無","第6級","HSK_789"
"11295","黃點赤尾冬","無","第5級","HSK_789"
"11297","黃點砲彈","無","第7級","無"
"11301","黃點龍","無","第3級","HSK_3"
"11304","黃雞仔","無","第4級","HSK_5"
"11305","黃雞魚","A2","第2級","HSK_2"
"11309","黃藥子","A2","第2級","HSK_2"
"11311","黃邊立碗苔","無","第7級","無"
"11316","黃邊鳳蝶","無","第7級","無"
"11317","黃鏡斑","無","第5級","HSK_789"
"11320","黃蘭蝶","無","第7級","無"
"11332","黃鶯魚","無","第7級","無"
"11334","黃鬚紅尾蝦","無","第7級","無"
"11338","黃顱刺蓋魚","無","第7級","無"
"11347","黑七夕魚","無","第4級","HSK_5"
"11349","黑口","A1","第1級","HSK_2"
"11352","黑大面側仔","無","第6級","HSK_6"
"11353","黑小灰蝶","無","第7級","無"
"11354","黑小沙丁","無","第3級","HSK_789"
"11355","黑山椒魚","無","第4級","HSK_789"
"11357","黑天鵝絨天牛","無","無","HSK_789"
"11362","黑毛","A2","第2級","HSK_2"
"11363","黑毛上戶蛛","無","第7級","無"
"11364","黑水雞","A1","第2級","HSK_2"
"11365","黑加脊","無","第7級","HSK_789"
"11366","黑加網","A2","第2級","HSK_2"
"11367","黑加誌","無","第5級","無"
"11368","黑四眼天牛","無","第2級","HSK_2"
"11370","黑甘","無","第5級","HSK_789"
"11371","黑白龍","無","第3級","HSK_3"
"11372","黑皮刀","無","第3級","HSK_3"
"11373","黑皮牛","無","第3級","HSK_3"
"11374","黑皮仔","無","第4級","HSK_5"
"11375","黑皮過魚","無","第3級","HSK_3"
"11376","黑目蝶","無","第7級","無"
"11379","黑印真鯊","無","無","HSK_789"
"11380","黑地白星天牛","A1","第1級","HSK_2"
"11383","黑耳螺","無","無","HSK_789"
"11387","黑色蠅虎","無","第7級","HSK_789"
"11390","黑尾小沙丁","無","第4級","HSK_789"
"11392","黑尾宅泥魚","無","第5級","HSK_6"
"11394","黑尾刺尾魚","無","第4級","HSK_4"
"11395","黑尾虎頭蜂","無","第6級","HSK_789"
"11396","黑尾胡蜂","無","第6級","HSK_789"
"11397","黑尾海蛇","無","第4級","HSK_5"
"11398","黑尾真珠龍","無","第4級","HSK_5"
"11399","黑尾真鯊","無","無","HSK_789"
"11402","黑尾新娘","無","第4級","HSK_4"
"11404","黑尾劍鳳蝶","無","第7級","無"
"11405","黑尾蝶","無","第7級","無"
"11407","黑尾燈魚","無","第4級","HSK_4"
"11409","黑尾蠟嘴雀","無","第6級","HSK_789"
"11413","黑弄蝶","無","第7級","無"
"11414","黑扭口苔","無","第7級","無"
"11415","黑沙","無","第3級","HSK_3"
"11416","黑肚","無","第3級","HSK_4"
"11419","黑角尖粉蝶","無","第7級","無"
"11422","黑身神仙","無","第5級","HSK_789"
"11424","黑身籃子魚","A2","第3級","HSK_2"
"11425","黑卷尾","無","第5級","HSK_4"
"11427","黑姑魚","無","第3級","HSK_3"
"11428","黑岩斑蝶","無","第7級","無"
"11429","黑底小灰蝶","無","第7級","無"
"11430","黑松螺","無","無","HSK_789"
"11441","黑波灰蝶","無","第7級","無"
"11442","黑波紋小灰蝶","無","第7級","無"
"11443","黑波紋灰蝶","無","第7級","無"
"11444","黑狗母","A1","第2級","HSK_3"
"11445","黑肩蟻形天牛","無","第5級","無"
"11446","黑虎","無","第3級","HSK_5"
"11447","黑虎麻","無","第3級","HSK_5"
"11448","黑虎斑蝶","無","第7級","無"
"11449","黑虎頭蜂","無","第6級","HSK_789"
"11455","黑厚殼仔","無","第6級","HSK_789"
"11456","黑咬者婆","無","第4級","HSK_5"
"11457","黑星灰蝶","無","第7級","無"
"11458","黑星長筒金花蟲","無","第6級","HSK_789"
"11459","黑星青灰蝶","無","第7級","無"
"11464","黑星海蛇","無","第4級","HSK_5"
"11468","黑星斑灰蝶","無","第7級","無"
"11469","黑星筒金花蟲","無","第6級","HSK_789"
"11472","黑星櫻","無","第5級","無"
"11473","黑盾胡蜂","無","第6級","HSK_789"
"11474","黑眉竹眼蝶","無","第7級","無"
"11477","黑背小灰蝶","無","第7級","無"
"11478","黑背白環蛇","無","第4級","HSK_5"
"11479","黑背海蛇","無","第4級","HSK_5"
"11485","黑背蘇鐵小灰蝶","無","第7級","無"
"11486","黑面甘","無","第5級","HSK_789"
"11487","黑面神仙","無","第5級","HSK_789"
"11488","黑面蝶","無","第7級","無"
"11489","黑面關刀","無","第2級","HSK_3"
"11490","黑飛刀","無","第2級","HSK_3"
"11495","黑倍良","無","第5級","HSK_4"
"11501","黑格","A2","第4級","HSK_3"
"11503","黑海龍","無","第3級","HSK_3"
"11504","黑烈仔","無","第5級","HSK_5"
"11505","黑珠衣蝶","無","第7級","無"
"11506","黑珠結螺","無","無","HSK_789"
"11507","黑砲彈","無","第7級","無"
"11510","黑紋弄蝶","無","第7級","無"
"11511","黑紋長腳蜂","無","第6級","HSK_789"
"11513","黑紋砲彈","無","第7級","無"
"11516","黑翅土白蟻","無","第5級","無"
"11517","黑翅沙","無","第5級","HSK_789"
"11521","黑翅絲鬚天牛","無","第7級","無"
"11523","黑胸金翅天牛","無","第5級","HSK_789"
"11525","黑脈白斑蝶","無","第7級","無"
"11526","黑脈粉蝶","無","第7級","無"
"11527","黑脈斑大葉蟬","無","第6級","無"
"11528","黑脈圓粉蝶","無","第7級","無"
"11532","黑骨芒","無","第6級","HSK_789"
"11535","黑基額角潛蠅","無","第7級","HSK_789"
"11536","黑將軍","無","第4級","HSK_5"
"11540","黑帶赤尾冬","無","第5級","HSK_789"
"11542","黑帶倒吊","無","第7級","無"
"11543","黑帶砲彈","無","第7級","無"
"11544","黑帶粗毛微小天牛","無","第4級","HSK_4"
"11547","黑帶筒葉蟲","無","第6級","HSK_789"
"11549","黑帶廣翅蠟蟬","無","第6級","無"
"11552","黑帶龍","無","第3級","HSK_3"
"11557","黑彩潛蠅","無","第7級","HSK_789"
"11558","黑推糞金龜","無","第7級","HSK_789"
"11559","黑斜紋蝶","無","第7級","無"
"11560","黑斬","無","第7級","HSK_789"
"11561","黑條","A2","第2級","HSK_2"
"11563","黑條細花天牛","無","第4級","HSK_4"
"11564","黑條實蠅","無","第7級","HSK_789"
"11566","黑球厚角金龜","無","第6級","HSK_789"
"11571","黑麥狀雀麥","無","第5級","HSK_789"
"11574","黑斑月蝶魚","無","第7級","無"
"11575","黑斑白灰蝶","無","第7級","無"
"11576","黑斑石斑魚","無","第5級","HSK_789"
"11578","黑斑沙","無","第5級","HSK_789"
"11579","黑斑卷葉蛛","無","第7級","無"
"11581","黑斑紅筒金花蟲","無","第6級","HSK_789"
"11583","黑斑神仙","無","第5級","HSK_789"
"11589","黑斑圓腹蛛","無","第7級","無"
"11596","黑斑蘇鐵小灰蝶","無","第7級","無"
"11598","黑棍東潛蠅","無","第7級","HSK_789"
"11599","黑棘茄魚","無","第7級","HSK_789"
"11601","黑棘蟻","無","第7級","無"
"11604","黑稍真鯊","無","無","HSK_789"
"11606","黑筒型馬糞金龜","無","第7級","HSK_789"
"11608","黑紫斑蝶","無","第7級","無"
"11609","黑絨虎頭蜂","無","無","HSK_789"
"11610","黑絲貓","無","第4級","HSK_789"
"11612","黑菲潛蠅","無","第7級","無"
"11614","黑圓灰蝶","無","第7級","無"
"11615","黑圓金龜","無","第6級","HSK_789"
"11616","黑塊白環蛇","無","第4級","HSK_5"
"11617","黑新娘","無","第4級","HSK_3"
"11619","黑暗串","無","第5級","HSK_6"
"11620","黑楊","無","第5級","HSK_789"
"11622","黑睫眉眼蝶","無","第7級","無"
"11627","黑腹天鵝絨虎頭蜂","無","無","HSK_789"
"11630","黑腹軍艦鳥","無","第7級","HSK_789"
"11632","黑腹海龍","無","第6級","HSK_789"
"11633","黑腹砲彈","無","第7級","無"
"11646","黑達仔","無","第4級","HSK_5"
"11647","黑熊","無","第4級","HSK_5"
"11649","黑端豹斑蝶","無","第7級","無"
"11652","黑綠圓蛛","無","第7級","無"
"11656","黑駁石斑魚","無","第7級","HSK_789"
"11661","黑嘴","無","第2級","HSK_2"
"11662","黑影蝶","無","第7級","無"
"11663","黑暮眼蝶","無","第7級","無"
"11664","黑標孔弄蝶","無","第7級","無"
"11666","黑稻眼蝶","無","第7級","無"
"11667","黑線氣規","無","第4級","HSK_3"
"11668","黑線雀","無","第5級","HSK_789"
"11669","黑緣尖粉蝶","無","第7級","無"
"11672","黑緣花天牛","無","第5級","HSK_6"
"11677","黑緣絲隆頭魚","無","第5級","HSK_789"
"11678","黑緣黃粉蝶","無","第7級","無"
"11680","黑緣黃蝶","無","第7級","無"
"11681","黑緣橙粉蝶","無","第7級","無"
"11682","黑緣蘋果天牛","無","第5級","HSK_6"
"11684","黑蔭蝶","無","第7級","無"
"11687","黑豬哥","無","第2級","HSK_3"
"11690","黑樹間蝶","無","第7級","無"
"11691","黑樹蔭蝶","無","第7級","無"
"11693","黑澤細花天牛","無","第6級","HSK_789"
"11695","黑貓仔","無","第4級","HSK_5"
"11697","黑頭文鳥","A2","第3級","HSK_2"
"11701","黑頭文鳥中南亞種","A2","第4級","HSK_4"
"11702","黑頭文鳥台灣原生亞種","無","第4級","HSK_6"
"11703","黑頭文鳥馬來亞種","A2","第4級","HSK_4"
"11704","黑頭文鳥菲律賓亞種","無","第7級","無"
"11705","黑頭文鳥臺灣亞種","無","第4級","無"
"11708","黑頭荒蟻","無","第6級","無"
"11709","黑頭魚","A1","第2級","HSK_2"
"11710","黑頭棲群織布鳥","無","第7級","HSK_789"
"11712","黑頭劍蛇","無","第5級","HSK_6"
"11713","黑頭蝶","無","第7級","無"
"11714","黑頭龍","無","第3級","HSK_3"
"11715","黑頭蠟嘴雀","無","第6級","HSK_789"
"11718","黑龜","無","第6級","HSK_789"
"11720","黑環海龍","無","第4級","HSK_3"
"11738","黑鮪","無","第7級","無"
"11740","黑點大白斑蝶","無","第7級","無"
"11741","黑點仔","無","第4級","HSK_5"
"11742","黑點白蝶","無","第7級","無"
"11745","黑點格仔","無","第4級","HSK_5"
"11746","黑點海蛇","無","第4級","HSK_5"
"11747","黑點粉蝶","無","第7級","無"
"11751","黑點棘鱗魚","無","第7級","無"
"11754","黑點蔭眼蝶","無","第7級","無"
"11755","黑點龍","無","第3級","HSK_3"
"11759","黑雞仔","無","第4級","HSK_5"
"11760","黑額光肖葉甲","無","第6級","HSK_789"
"11761","黑額光葉甲","無","第5級","HSK_6"
"11762","黑額粗足葉甲","無","第5級","HSK_6"
"11764","黑額雙黑紋金花蟲","無","第6級","HSK_789"
"11766","黑鯊","無","無","HSK_789"
"11767","黑簾仔","無","第7級","HSK_5"
"11776","黑鏡蝶","無","第7級","無"
"11777","黑關刀","無","第2級","HSK_3"
"11781","黑麗蠅","無","第7級","HSK_789"
"11784","黑鐵灰蝶","無","第7級","無"
"11801","黑鬚茶翅天牛","無","第7級","無"
"11811","黑艷陷紋金龜","無","第6級","HSK_789"
"11818","亂草","無","第4級","HSK_3"
"11822","嗜水新圓蛛","無","第7級","無"
"11825","圓山椒蝸牛","無","第7級","無"
"11826","圓台灣絨毛金龜","無","無","HSK_789"
"11834","圓身普提魚","無","第4級","HSK_4"
"11837","圓枝棉苔","無","第7級","無"
"11840","圓柏","無","第7級","HSK_789"
"11842","圓唇軟葉蘭","無","第6級","HSK_789"
"11843","圓唇雙花豆蘭","無","第6級","HSK_789"
"11844","圓海燕","無","第5級","HSK_789"
"11845","圓翅三線蝶","無","第7級","無"
"11846","圓翅波紋灰蝶","無","第7級","無"
"11847","圓翅眉眼蝶","無","第7級","無"
"11848","圓翅單眼蛇目蝶","無","第7級","無"
"11849","圓翅單環蝶","無","第7級","無"
"11850","圓翅紫斑蝶菲律賓關島亞種","無","第7級","無"
"11851","圓翅紫斑蝶蘭嶼亞種","無","第7級","無"
"11852","圓翅紫燕小灰蝶","無","第7級","無"
"11855","圓旋螺","無","無","HSK_789"
"11858","圓眼仔","無","第4級","HSK_5"
"11859","圓頂蝸牛","無","第7級","無"
"11860","圓魚","無","第3級","HSK_4"
"11865","圓紫斑蝶","無","第7級","無"
"11867","圓葉小石積","無","第5級","HSK_4"
"11869","圓葉布勒德藤","無","第7級","HSK_789"
"11871","圓葉野木瓜","無","第4級","HSK_6"
"11875","圓幣草","無","第5級","HSK_4"
"11878","圓綿蟹","無","第7級","無"
"11881","圓學","無","第3級","HSK_4"
"11882","圓燕魚","無","第5級","HSK_789"
"11886","圓頭仔","無","第4級","HSK_5"
"11887","圓頭項圈黏菌","無","第6級","HSK_789"
"11888","圓頭項圈黏菌淡色變種","無","第6級","HSK_789"
"11889","圓頭龍文","無","第3級","HSK_4"
"11890","圓頭鯊","無","無","HSK_789"
"11897","塊根蘆莉草","無","第7級","無"
"11898","塊莖蘆莉草","無","第7級","無"
"11900","塔花","無","第6級","HSK_6"
"11918","廈門文昌魚","無","第6級","HSK_789"
"11919","廉仔","無","第5級","HSK_789"
"11921","微小灰蝶","無","第7級","無"
"11922","微小背寡毛實蠅","無","第7級","HSK_789"
"11923","微小翅天牛","無","第5級","HSK_789"
"11924","微小硬殼寄居蟹","無","第7級","無"
"11925","微小硬囊霉","無","第7級","HSK_789"
"11926","微小鄰眼蝶","無","第7級","無"
"11933","微翅鋸天牛","無","無","HSK_789"
"11934","微條馬糞金龜","無","第7級","HSK_789"
"11937","微黃高腰蝸牛","無","第7級","無"
"11938","微皺剛毛藻","無","第7級","HSK_789"
"11939","微齒眼子菜","無","第4級","HSK_789"
"11944","搗米蟹","無","第7級","無"
"11947","新月絲隆頭魚","無","第5級","HSK_789"
"11948","新月蝴蝶魚","無","第7級","無"
"11949","新月蝶","無","第7級","無"
"11951","新目蝶","無","第7級","無"
"11952","新石狗公","無","第2級","HSK_3"
"11953","新吉富羅非魚","無","第5級","HSK_789"
"11958","新高花天牛","A1","第1級","HSK_1"
"11964","新渡戶近歪白蟻","無","第6級","無"
"11965","新會隙蛛","無","第7級","無"
"11969","暗光鳥","無","第4級","HSK_4"
"11970","暗灰蝶","無","第7級","無"
"11971","暗色刺尾魚","無","第4級","HSK_4"
"11972","暗色透翅斑蝶","無","第7級","無"
"11974","暗色斑裳弄蝶","無","第7級","無"
"11975","暗色燈籠魚","無","第5級","HSK_789"
"11980","暗草灰蝶","無","第7級","無"
"11981","暗帶蝶","無","第7級","無"
"11985","暗紫灰蝶","無","第7級","無"
"11986","暗紫頭髮菜","無","第4級","無"
"11987","暗腹黑潛蠅","無","第7級","HSK_789"
"11988","暗綠多枝苔","無","第7級","無"
"11991","暗寬胸蠅虎","無","第7級","HSK_789"
"11999","暗藍扁騷金龜","無","第6級","HSK_789"
"12006","椰子甲蟲","無","無","HSK_789"
"12008","椰子象甲","無","無","HSK_789"
"12013","楊氏淺色小豹蝶","無","第7級","無"
"12021","楓香科","無","第6級","無"
"12023","楓蠶","無","第7級","無"
"12033","楚南三線蝶","無","第7級","無"
"12038","極小傘藻","無","第7級","HSK_789"
"12039","極北柳鶯","無","第7級","無"
"12042","極北柳鶯指名亞種","無","第7級","無"
"12043","極樂鳥花","A2","第3級","HSK_3"
"12047","溝甲對蝦","無","第5級","HSK_789"
"12050","溝痕皺蟹","無","第7級","無"
"12051","溝葉結縷草","無","無","HSK_789"
"12053","溪哥仔","無","第5級","HSK_789"
"12055","溪跑蛛","無","第7級","無"
"12057","溪頭捲瓣蘭","無","第7級","無"
"12058","溪頭紫參","無","第5級","HSK_789"
"12062","滑弄蝶","無","第7級","無"
"12065","滑殼鬚蝦","無","第7級","無"
"12068","煙仔","無","第4級","HSK_5"
"12069","煙仔沙","無","第4級","HSK_5"
"12070","煙仔虎","無","第4級","HSK_5"
"12071","煙仔規","無","第4級","HSK_5"
"12072","煙仔魚","無","第4級","HSK_5"
"12073","煙仔鯊","無","無","HSK_789"
"12074","煙甲蟲","無","第5級","HSK_5"
"12077","煙紋棘茄魚","無","第7級","HSK_789"
"12080","煙黑叉尾海燕","無","第5級","HSK_789"
"12081","煙腹毛腳燕","無","第6級","HSK_789"
"12082","煙管仔","無","第4級","HSK_5"
"12083","煩人槐葉萍","無","無","HSK_789"
"12086","猿蝦","無","第7級","無"
"12088","獅子魚","無","第3級","HSK_789"
"12098","痰火草","無","第7級","HSK_789"
"12101","睡魚","A1","第2級","HSK_2"
"12102","睡鯊","無","無","HSK_789"
"12104","矮金瘡草","無","第7級","無"
"12107","矮慈姑","無","第6級","HSK_789"
"12109","矮鳳仙","無","第5級","HSK_789"
"12111","矮糞球金龜","無","第7級","HSK_789"
"12114","碎米苔","無","第7級","無"
"12116","碎紋孔弄蝶","無","第7級","無"
"12118","碎髮苔","無","第7級","無"
"12121","碗公花","無","第3級","HSK_2"
"12122","碗米仔","無","第4級","HSK_5"
"12125","萬年屯","無","無","HSK_789"
"12126","萬年麻","無","第3級","HSK_3"
"12127","萬年瘦","無","第3級","HSK_5"
"12128","萬桃花水茄","無","第5級","HSK_6"
"12129","萬魚","A2","第2級","HSK_2"
"12130","萬點全","A2","第2級","HSK_2"
"12133","稜皮龜","無","無","HSK_789"
"12135","稜軸假人參","無","無","HSK_789"
"12139","稠子","無","第7級","HSK_789"
"12143","節節紅","A2","第2級","HSK_2"
"12144","節節香","無","第2級","HSK_3"
"12145","節節草","無","第2級","HSK_2"
"12152","群斑短胸花金龜","無","第6級","HSK_789"
"12153","義聰三線蝶","無","第7級","無"
"12154","聖誕樹管蟲","無","第5級","HSK_6"
"12161","腳根蘭","無","第5級","HSK_789"
"12162","腳根蘭屬","無","第5級","HSK_789"
"12165","腹扁乳節藻","無","第7級","HSK_789"
"12166","腺毛青木香","無","無","HSK_789"
"12167","腺果水冬瓜","無","無","HSK_789"
"12172","萱草蛇潛蠅","無","第7級","無"
"12177","落地金錢","無","第4級","HSK_3"
"12181","葉上衣","無","第4級","HSK_4"
"12182","葉下白","無","第4級","HSK_4"
"12183","葉下紅","無","第4級","HSK_4"
"12185","葉兔仔菜","無","第4級","HSK_5"
"12191","葛","無","第7級","無"
"12192","葛氏海龍","無","第7級","無"
"12193","葛麻姆","無","第7級","無"
"12194","葛麻藤","無","第7級","無"
"12195","葛藤草","無","第7級","無"
"12196","葛鬱金","無","第7級","無"
"12211","蜂草","無","第6級","HSK_789"
"12212","蜂巢石斑魚","無","第7級","HSK_789"
"12213","蜂巢格仔","無","第7級","HSK_789"
"12215","蜂腰鳳尾苔","無","第7級","無"
"12216","蜂鷹","無","第6級","HSK_789"
"12219","裏白烏小灰蝶","無","第7級","無"
"12220","裏白蔥木","無","第6級","無"
"12221","裏波白蝶","無","第7級","無"
"12224","裏黃斑三線蝶","無","第7級","無"
"12225","裙帶","無","第3級","HSK_3"
"12226","補網師","無","第5級","HSK_3"
"12229","裝飾蕾螺","無","無","HSK_789"
"12231","裡白忍冬","無","第4級","無"
"12232","裡白杜虹花","無","第7級","無"
"12238","解餌刀","無","第7級","HSK_789"
"12244","跳岩蟹","無","第7級","無"
"12245","跳海仔","無","第4級","HSK_5"
"12247","辟邪魚","無","無","HSK_789"
"12248","農蘇離光魚","無","第6級","HSK_6"
"12255","過山龍","無","第3級","HSK_3"
"12256","過山龍屬","無","第5級","HSK_3"
"12258","過江龍","無","第4級","HSK_4"
"12259","過江藤","無","第7級","HSK_789"
"12260","過長沙舅屬","無","第5級","HSK_789"
"12262","過魚","A1","第2級","HSK_2"
"12263","過溝仔","無","第5級","HSK_5"
"12264","過路驚","無","第4級","HSK_4"
"12265","過樹龍","無","第3級","HSK_3"
"12266","道氏狗母","無","第6級","HSK_789"
"12268","達氏豆地膽","無","第6級","HSK_789"
"12270","達氏短槳蟹","無","第7級","無"
"12272","達仔","無","第4級","HSK_5"
"12273","達邦波紋蛇目蝶","無","第7級","無"
"12277","達邦鄰眼蝶","無","第7級","無"
"12279","達烏里寒鴉","無","第6級","HSK_789"
"12280","達摩鳳蝶","無","第7級","無"
"12283","鈴木冬青","無","第6級","HSK_5"
"12284","鈴木台灣絨毛金龜","無","無","HSK_789"
"12285","鈴木油點草","無","第6級","HSK_5"
"12287","鈴鴨","無","第6級","HSK_5"
"12295","鉛筆雷龍","無","第5級","HSK_6"
"12296","鉛筆龍","無","第5級","HSK_6"
"12305","隔距蘭屬","無","第5級","HSK_789"
"12308","零陵香","無","第6級","HSK_789"
"12309","雷公杖","無","第7級","HSK_789"
"12310","雷公蛙","無","第6級","HSK_789"
"12313","雷氏石斑魚","無","第6級","HSK_789"
"12320","雷氏鯊","無","無","HSK_789"
